CONFIGURATION: d1
MATRIX ELEMENTS: U2
1D1	1S1	1.0954451150103324e+00
1D1	1S2	7.1713716560063612e-01
1D2	1D2	-4.2857142857142855e-01
1D2	1F	1.0690449676496976e+00
1D2	1G1	9.0350790290525118e-01
1D2	1G2	5.9931934181151514e-01
1D2	1S2	6.7612340378281321e-01
1D2	1D1	-1.2121830534626528e+00
1F	1F	1.2247448713915889e+00
1F	1G1	-1.6733200530681511e+00
1F	1G2	-3.9641248358604592e-01
1F	1D2	-1.0690449676496976e+00
1G1	1G1	6.7005939426048988e-01
1G1	1G2	2.0203050891044214e-01
1G1	1I	-1.2188988004400880e+00
1G1	1D1	2.5555062599997597e-01
1G1	1D2	9.0350790290525118e-01
1G1	1F	1.6733200530681511e+00
1G2	1G2	-7.6143112984146577e-01
1G2	1I	-1.4700472648996565e+00
1G2	1D1	1.6951310827647228e+00
1G2	1D2	5.9931934181151514e-01
1G2	1F	3.9641248358604592e-01
1G2	1G1	2.0203050891044214e-01
1I	1I	1.0871146130092180e+00
1I	1G1	-1.2188988004400880e+00
1I	1G2	-1.4700472648996565e+00
MATRIX ELEMENTS: U4
5D	5D	-1.0000000000000000e+00
3P1	3F1	-2.1081851067789195e-01
3P1	3F2	1.0540925533894598e+00
3P1	3G	-3.6514837167011072e-01
3P1	3H	-9.8882646494608839e-01
3P2	3F1	5.6343616981901101e-01
3P2	3F2	-2.8171808490950554e-02
3P2	3G	8.2951506200625313e-01
3P2	3H	2.6427498905736396e-01
3D	3D	-5.2380952380952372e-01
3D	3F1	-7.9681907288959575e-01
3D	3F2	-5.9761430466719678e-01
3D	3G	5.8028845747399715e-01
3D	3H	-5.9093684028527882e-01
3F1	3F1	-4.9441323247304420e-01
3F1	3G	1.2946777499402993e+00
3F1	3H	1.3475433261580185e+00
3F1	3P1	-2.1081851067789195e-01
3F1	3P2	5.6343616981901101e-01
3F1	3D	7.9681907288959575e-01
3F2	3F2	7.4161984870956632e-01
3F2	3G	-1.6183471874253741e-01
3F2	3H	-1.0106574946185138e+00
3F2	3P1	1.0540925533894598e+00
3F2	3P2	-2.8171808490950554e-02
3F2	3D	5.9761430466719678e-01
3G	3G	-1.1459778820389375e+00
3G	3H	5.8350337657651175e-01
3G	3P1	3.6514837167011072e-01
3G	3P2	-8.2951506200625313e-01
3G	3D	5.8028845747399715e-01
3G	3F1	-1.2946777499402993e+00
3G	3F2	1.6183471874253741e-01
3H	3H	1.3475433261580185e+00
3H	3P1	-9.8882646494608839e-01
3H	3P2	2.6427498905736396e-01
3H	3D	5.9093684028527882e-01
3H	3F1	1.3475433261580185e+00
3H	3F2	-1.0106574946185138e+00
3H	3G	-5.8350337657651175e-01
1S1	1G1	1.0954451150103324e+00
1S2	1G1	-3.9840953644479787e-01
1S2	1G2	5.2854997811472793e-01
1D1	1D1	1.9047619047619047e-01
1D1	1D2	6.7343502970147384e-01
1D1	1F	-1.2472191289246470e+00
1D1	1G1	4.9943278484292930e-01
1D1	1G2	1.5058465048420855e-01
1D1	1I	-9.0851352515899586e-01
1D2	1D2	-7.6190476190476186e-01
1D2	1F	-6.2994078834871209e-02
1D2	1G1	-7.0630461781863452e-01
1D2	1G2	-6.9211627874993487e-01
1D2	1I	6.4241607443962101e-01
1D2	1D1	6.7343502970147384e-01
1F	1F	-2.4720661623652210e-01
1F	1G2	1.2677313820927747e+00
1F	1I	7.1102430025671803e-01
1F	1D1	1.2472191289246470e+00
1F	1D2	6.2994078834871209e-02
1G1	1G1	2.5466175156420834e-01
1G1	1G2	-1.5356681425330569e+00
1G1	1I	2.0314980007334800e+00
1G1	1S1	1.0954451150103324e+00
1G1	1S2	-3.9840953644479787e-01
1G1	1D1	4.9943278484292930e-01
1G1	1D2	-7.0630461781863452e-01
1G2	1G2	1.9678408075416098e-01
1G2	1I	-7.6564961713523783e-01
1G2	1S2	5.2854997811472793e-01
1G2	1D1	1.5058465048420855e-01
1G2	1D2	-6.9211627874993487e-01
1G2	1F	-1.2677313820927747e+00
1G2	1G1	-1.5356681425330569e+00
1I	1I	-1.8898987199628374e+00
1I	1D1	-9.0851352515899586e-01
1I	1D2	6.4241607443962101e-01
1I	1F	-7.1102430025671803e-01
1I	1G1	2.0314980007334800e+00
1I	1G2	-7.6564961713523783e-01
MATRIX ELEMENTS: V11
5D	5D	1.3693063937629153e+00
5D	3P1	-1.6329931618554521e+00
5D	3P2	7.6376261582597327e-01
5D	3D	-1.2076147288491199e+00
5D	3F1	-1.5275252316519465e+00
5D	3F2	1.5275252316519465e+00
3P1	3P1	1.8257418583505536e-01
3P1	3P2	-1.3662601021279464e+00
3P1	1S1	9.4868329805051377e-01
3P1	1S2	-4.8304589153964794e-01
3P1	1D1	-3.4156502553198659e-01
3P1	1D2	9.6609178307929588e-01
3P1	5D	-1.6329931618554521e+00
3P2	3P2	3.6514837167011072e-01
3P2	3D	1.1618950038622251e+00
3P2	1S2	5.1639777949432220e-01
3P2	1D1	3.6514837167011072e-01
3P2	1D2	1.2909944487358055e-01
3P2	5D	7.6376261582597327e-01
3P2	3P1	-1.3662601021279464e+00
3D	3D	-2.0412414523193151e-01
3D	3F1	1.2909944487358056e+00
3D	3F2	2.5819888974716110e-01
3D	1D1	-1.1547005383792515e+00
3D	1D2	4.0824829046386302e-01
3D	1F	-8.1649658092772603e-01
3D	5D	1.2076147288491199e+00
3D	3P2	-1.1618950038622251e+00
3F1	3F1	6.8313005106397318e-01
3F1	3F2	-6.8313005106397318e-01
3F1	3G	1.7320508075688772e+00
3F1	1D1	3.6514837167011072e-01
3F1	1D2	2.5819888974716110e-01
3F1	1F	-1.0801234497346432e+00
3F1	1G1	-3.1622776601683794e-01
3F1	1G2	1.0488088481701516e+00
3F1	5D	-1.5275252316519465e+00
3F1	3D	-1.2909944487358056e+00
3F2	3F2	-3.4156502553198659e-01
3F2	3G	-8.6602540378443860e-01
3F2	1D1	7.3029674334022143e-01
3F2	1D2	-1.0327955589886444e+00
3F2	1F	-5.4006172486732162e-01
3F2	1G1	1.5811388300841898e+00
3F2	1G2	-5.2440442408507582e-01
3F2	5D	1.5275252316519465e+00
3F2	3D	-2.5819888974716110e-01
3F2	3F1	-6.8313005106397318e-01
3G	3G	9.0000000000000002e-01
3G	3H	1.6248076809271921e+00
3G	1F	-8.2158383625774922e-01
3G	1G1	-5.4772255750516619e-01
3G	1G2	-9.0829510622924758e-01
3G	3F1	-1.7320508075688772e+00
3G	3F2	8.6602540378443860e-01
3H	3H	8.1240384046359604e-01
3H	1G1	-1.4832396974191326e+00
3H	1G2	8.9442719099991586e-01
3H	1I	-1.3964240043768943e+00
3H	3G	-1.6248076809271921e+00
1S1	1S1	0.0000000000000000e+00
1S1	3P1	9.4868329805051377e-01
1S2	1S2	0.0000000000000000e+00
1S2	3P1	-4.8304589153964794e-01
1S2	3P2	5.1639777949432220e-01
1D1	1D1	0.0000000000000000e+00
1D1	3P1	-3.4156502553198659e-01
1D1	3P2	3.6514837167011072e-01
1D1	3D	1.1547005383792515e+00
1D1	3F1	3.6514837167011072e-01
1D1	3F2	7.3029674334022143e-01
1D2	1D2	0.0000000000000000e+00
1D2	3P1	9.6609178307929588e-01
1D2	3P2	1.2909944487358055e-01
1D2	3D	-4.0824829046386302e-01
1D2	3F1	2.5819888974716110e-01
1D2	3F2	-1.0327955589886444e+00
1F	1F	0.0000000000000000e+00
1F	3D	-8.1649658092772603e-01
1F	3F1	1.0801234497346432e+00
1F	3F2	5.4006172486732162e-01
1F	3G	-8.2158383625774922e-01
1G1	1G1	0.0000000000000000e+00
1G1	3F1	-3.1622776601683794e-01
1G1	3F2	1.5811388300841898e+00
1G1	3G	5.4772255750516619e-01
1G1	3H	-1.4832396974191326e+00
1G2	1G2	0.0000000000000000e+00
1G2	3F1	1.0488088481701516e+00
1G2	3F2	-5.2440442408507582e-01
1G2	3G	9.0829510622924758e-01
1G2	3H	8.9442719099991586e-01
1I	1I	0.0000000000000000e+00
1I	3H	-1.3964240043768943e+00
#
CONFIGURATION: d5
MATRIX ELEMENTS: U2
4P	4D	7.7459666924148340e-01
4D	4F	1.3522468075656264e+00
4D	4P	-7.7459666924148340e-01
4F	4G	1.6035674514745462e+00
4F	4D	-1.3522468075656264e+00
2S	2D2	9.5618288746751490e-01
2P	2D1	-1.0954451150103324e+00
2P	2D3	1.4638501094227998e+00
2P	2F2	1.1710800875382399e+00
2D1	2D2	1.1338934190276817e+00
2D1	2F1	-8.9442719099991586e-01
2D1	2G1	-1.3093073414159542e+00
2D1	2P	1.0954451150103324e+00
2D2	2D3	2.0203050891044214e-01
2D2	2F2	7.5592894601845440e-01
2D2	2G2	-1.2713483120735423e+00
2D2	2S	9.5618288746751490e-01
2D2	2D1	1.1338934190276817e+00
2D3	2G1	1.3997084244475304e+00
2D3	2P	-1.4638501094227998e+00
2D3	2D2	2.0203050891044214e-01
2F1	2F2	-1.0954451150103324e+00
2F1	2D1	8.9442719099991586e-01
2F2	2G1	7.4065607981804116e-01
2F2	2H	-1.2282391577259815e+00
2F2	2P	1.1710800875382399e+00
2F2	2D2	-7.5592894601845440e-01
2F2	2F1	-1.0954451150103324e+00
2G1	2G2	1.4084294335847127e+00
2G1	2I	1.8883099019266634e+00
2G1	2D1	-1.3093073414159542e+00
2G1	2D3	1.3997084244475304e+00
2G1	2F2	-7.4065607981804116e-01
2G2	2H	1.4342743312012722e+00
2G2	2D2	-1.2713483120735423e+00
2G2	2G1	1.4084294335847127e+00
2H	2I	7.2111025509279791e-01
2H	2F2	-1.2282391577259815e+00
2H	2G2	-1.4342743312012722e+00
4G	4F	-1.6035674514745462e+00
2I	2G1	1.8883099019266634e+00
2I	2H	-7.2111025509279791e-01
MATRIX ELEMENTS: U4
4P	4G	1.4142135623730951e+00
4D	4F	-1.1952286093343936e+00
4F	4G	1.2535663410560174e+00
4F	4D	1.1952286093343936e+00
2S	2G1	6.1721339984836765e-01
2P	2F2	5.6694670951384085e-01
2P	2G2	6.2678317052800869e-01
2D1	2D2	-6.2994078834871203e-01
2D1	2F1	-1.0540925533894598e+00
2D1	2G1	1.0235326314383180e+00
2D1	2H	1.5634719199411431e+00
2D2	2D3	6.7343502970147384e-01
2D2	2F2	-9.7995788701222275e-01
2D2	2G2	6.7763092717893836e-01
2D2	2I	9.0851352515899586e-01
2D2	2D1	-6.2994078834871203e-01
2D3	2F1	-9.8601329718326935e-01
2D3	2G1	-1.3677530110804828e-01
2D3	2H	8.3571089403734489e-01
2D3	2D2	6.7343502970147384e-01
2F1	2F2	-5.5277079839256660e-01
2F1	2G2	1.3228756555322954e+00
2F1	2I	-1.5898986690282426e+00
2F1	2D1	1.0540925533894598e+00
2F1	2D3	9.8601329718326935e-01
2F2	2G1	1.0856202966836188e+00
2F2	2H	-7.5329961997887496e-01
2F2	2P	5.6694670951384085e-01
2F2	2D2	9.7995788701222275e-01
2F2	2F1	-5.5277079839256660e-01
2G1	2G2	-1.3382138567996567e+00
2G1	2I	-3.9339789623472160e-01
2G1	2S	6.1721339984836765e-01
2G1	2D1	1.0235326314383180e+00
2G1	2D3	-1.3677530110804828e-01
2G1	2F2	-1.0856202966836188e+00
2G2	2H	-6.8138514386924687e-01
2G2	2P	-6.2678317052800869e-01
2G2	2D2	6.7763092717893836e-01
2G2	2F1	-1.3228756555322954e+00
2G2	2G1	-1.3382138567996567e+00
2H	2I	-2.4037008503093262e+00
2H	2D1	-1.5634719199411431e+00
2H	2D3	-8.3571089403734489e-01
2H	2F2	-7.5329961997887496e-01
2H	2G2	6.8138514386924687e-01
4G	4P	-1.4142135623730951e+00
4G	4F	-1.2535663410560174e+00
2I	2D2	9.0851352515899586e-01
2I	2F1	1.5898986690282426e+00
2I	2G1	-3.9339789623472160e-01
2I	2H	2.4037008503093262e+00
MATRIX ELEMENTS: V11
6S	6S	0.0000000000000000e+00
6S	4P	1.7320508075688772e+00
4P	4P	0.0000000000000000e+00
4P	4D	-1.5275252316519465e+00
4P	2S	6.8313005106397318e-01
4P	2D1	-1.4605934866804429e+00
4P	2D3	-1.3662601021279464e+00
4P	6S	1.7320508075688772e+00
4D	4D	0.0000000000000000e+00
4D	4F	-1.6329931618554521e+00
4D	2P	5.1639777949432220e-01
4D	2D2	1.6329931618554521e+00
4D	2F1	1.0327955589886444e+00
4D	4P	1.5275252316519465e+00
4F	4F	0.0000000000000000e+00
4F	4G	-1.4142135623730951e+00
4F	2D1	-1.3662601021279464e+00
4F	2D3	-3.6514837167011072e-01
4F	2F2	1.5275252316519465e+00
4F	2G2	-1.4832396974191326e+00
4F	4D	1.6329931618554521e+00
4G	4G	0.0000000000000000e+00
4G	2F1	2.2360679774997898e+00
4G	2G1	7.7459666924148340e-01
4G	2H	-2.0976176963403033e+00
4G	4F	1.4142135623730951e+00
2S	2S	0.0000000000000000e+00
2S	2P	-7.3029674334022143e-01
2S	4P	6.8313005106397318e-01
2P	2P	0.0000000000000000e+00
2P	2D1	-6.8313005106397318e-01
2P	2D3	1.8257418583505536e-01
2P	4D	5.1639777949432220e-01
2P	2S	7.3029674334022143e-01
2D1	2D1	0.0000000000000000e+00
2D1	2D2	-1.0801234497346432e+00
2D1	2F1	1.3662601021279464e+00
2D1	4P	-1.4605934866804429e+00
2D1	4F	-1.3662601021279464e+00
2D1	2P	6.8313005106397318e-01
2D2	2D2	0.0000000000000000e+00
2D2	2D3	5.7735026918962573e-01
2D2	2F2	-1.1547005383792515e+00
2D2	4D	-1.6329931618554521e+00
2D2	2D1	-1.0801234497346432e+00
2D3	2D3	0.0000000000000000e+00
2D3	2F1	1.4605934866804429e+00
2D3	4P	-1.3662601021279464e+00
2D3	4F	-3.6514837167011072e-01
2D3	2P	-1.8257418583505536e-01
2D3	2D2	5.7735026918962573e-01
2F1	2F1	0.0000000000000000e+00
2F1	2F2	-7.6376261582597327e-01
2F1	2G2	-7.4161984870956632e-01
2F1	4D	1.0327955589886444e+00
2F1	4G	2.2360679774997898e+00
2F1	2D1	-1.3662601021279464e+00
2F1	2D3	-1.4605934866804429e+00
2F2	2F2	0.0000000000000000e+00
2F2	2G1	1.1618950038622251e+00
2F2	4F	-1.5275252316519465e+00
2F2	2D2	1.1547005383792515e+00
2F2	2F1	-7.6376261582597327e-01
2G1	2G1	0.0000000000000000e+00
2G1	2G2	-1.2845232578665131e+00
2G1	4G	-7.7459666924148340e-01
2G1	2F2	-1.1618950038622251e+00
2G2	2G2	0.0000000000000000e+00
2G2	2H	-1.2649110640673518e+00
2G2	4F	-1.4832396974191326e+00
2G2	2F1	7.4161984870956632e-01
2G2	2G1	-1.2845232578665131e+00
2H	2H	0.0000000000000000e+00
2H	2I	-1.9748417658131501e+00
2H	4G	-2.0976176963403033e+00
2H	2G2	1.2649110640673518e+00
2I	2I	0.0000000000000000e+00
2I	2H	1.9748417658131501e+00
#
