CONFIGURATION: f1
MATRIX ELEMENTS: U2
2F	2F	1.0000000000000000e+00
MATRIX ELEMENTS: U4
2F	2F	1.0000000000000000e+00
MATRIX ELEMENTS: U6
2F	2F	1.0000000000000000e+00
MATRIX ELEMENTS: V11
2F	2F	1.2247448713915889e+00
#
CONFIGURATION: f2
MATRIX ELEMENTS: U2
3P	3P	-8.0178372573727308e-01
3P	3F	9.2582009977255142e-01
3F	3F	-3.3333333333333331e-01
3F	3H	8.3571089403734489e-01
3F	3P	9.2582009977255142e-01
3H	3H	1.0653265391046234e+00
3H	3F	8.3571089403734489e-01
1S	1D	7.5592894601845440e-01
1D	1D	-6.4153302787178468e-01
1D	1G	9.4760708295868556e-01
1D	1S	7.5592894601845440e-01
1G	1G	2.2381412908589721e-01
1G	1I	5.8108720314797646e-01
1G	1D	9.4760708295868556e-01
1I	1I	2.2190634114964864e+00
1I	1G	5.8108720314797646e-01
MATRIX ELEMENTS: U4
3P	3F	-7.2374686445574588e-01
3P	3H	6.9006555934235414e-01
3F	3F	-3.3333333333333331e-01
3F	3H	1.0157490003667400e+00
3F	3P	-7.2374686445574588e-01
3H	3H	-9.0851352515899586e-01
3H	3P	6.9006555934235414e-01
3H	3F	1.0157490003667400e+00
1S	1G	7.5592894601845440e-01
1D	1D	7.0630461781863452e-01
1D	1G	1.6682120232032635e-01
1D	1I	4.3311682903136839e-01
1G	1G	-1.0769828485152175e+00
1G	1I	1.4394508988502206e+00
1G	1S	7.5592894601845440e-01
1G	1D	1.6682120232032635e-01
1I	1I	1.2741694570684023e+00
1I	1D	4.3311682903136839e-01
1I	1G	1.4394508988502206e+00
MATRIX ELEMENTS: U6
3P	3H	-4.6291004988627571e-01
3F	3F	-3.3333333333333331e-01
3F	3H	-1.2472191289246470e+00
3H	3H	-1.1615534207286160e+00
3H	3P	-4.6291004988627571e-01
3H	3F	-1.2472191289246470e+00
1S	1I	7.5592894601845440e-01
1D	1G	3.6037498507822358e-01
1D	1I	1.3762047064079508e+00
1G	1G	1.1976955440731998e+00
1G	1I	1.0601730717900546e+00
1G	1D	3.6037498507822358e-01
1I	1I	3.5653233925338490e-01
1I	1S	7.5592894601845440e-01
1I	1D	1.3762047064079508e+00
1I	1G	1.0601730717900546e+00
MATRIX ELEMENTS: V11
3P	3P	3.2732683535398854e-01
3P	1S	6.5465367070797709e-01
3P	1D	-8.9642145700079523e-01
3F	3F	1.2247448713915889e+00
3F	1D	1.0350983390135313e+00
3F	1G	-1.0856202966836188e+00
3H	3H	2.4275207811380612e+00
3H	1G	1.0350983390135313e+00
3H	1I	-8.3452296039628016e-01
1S	1S	0.0000000000000000e+00
1S	3P	6.5465367070797709e-01
1D	1D	0.0000000000000000e+00
1D	3P	-8.9642145700079523e-01
1D	3F	1.0350983390135313e+00
1G	1G	0.0000000000000000e+00
1G	3F	-1.0856202966836188e+00
1G	3H	1.0350983390135313e+00
1I	1I	0.0000000000000000e+00
1I	3H	-8.3452296039628016e-01
#
CONFIGURATION: f3
MATRIX ELEMENTS: U2
4S	4D	-5.3452248382484879e-01
4D	4D	9.9146013398366728e-01
4D	4F	7.5592894601845440e-01
4D	4G	9.4760708295868556e-01
4D	4S	-5.3452248382484879e-01
4F	4F	-5.0000000000000000e-01
4F	4G	1.0856202966836188e+00
4F	4D	-7.5592894601845440e-01
4G	4G	-3.7302354847649537e-02
4G	4I	-1.1621744062959529e+00
4G	4D	9.4760708295868556e-01
4G	4F	-1.0856202966836188e+00
4I	4I	4.4381268229929727e-01
4I	4G	-1.1621744062959529e+00
2P	2P	-2.6726124191242440e-01
2P	2D1	3.4992710611188260e-01
2P	2D2	6.7005939426048988e-01
2P	2F1	5.3452248382484879e-01
2D1	2D1	-5.5821705022609847e-01
2D1	2D2	-2.8716831182592428e-01
2D1	2F1	5.7142857142857140e-01
2D1	2F2	6.7005939426048988e-01
2D1	2G1	1.3537244042266938e-01
2D1	2G2	4.0302893179860205e-01
2D1	2P	-3.4992710611188260e-01
2D2	2D2	6.7485941893005930e-01
2D2	2F1	-8.2065180664828974e-01
2D2	2F2	-3.4992710611188260e-01
2D2	2G1	-3.1813178098203870e-01
2D2	2G2	7.7174164902812392e-01
2D2	2P	-6.7005939426048988e-01
