21	D	0	31	F	0	-1	8	-4	-1	0	-1							
21	D	1	31	F	1	-1	2	-4	-1	0	0	1						
21	D	0	31	H	0	-1	-1	-2	-1	-1	0	1	1					
21	D	1	31	H	1	1	-1	-2	0	0	-1	1						
21	D	0	31	I	0	0												
21	D	1	31	I	1	0												
21	D	0	31	K	0	0												
21	D	1	31	K	1	0												
21	F	0	31	F	0	1	5	-2	1	-1	-1							
21	F	1	31	F	1	0												
21	F	0	31	H	0	1	-2	-4	1	-2	0	1	1					
21	F	1	31	H	1	1	-2	-4	0	-1	1	1						
21	F	0	31	I	0	-1	1	-3	0	-1	-1	1						
21	F	1	31	I	1	-1	2	-3	0	-1	-1	1	1					
21	F	0	31	K	0	0												
21	F	1	31	K	1	0												
21	G	0	31	F	0	-1	5	-6	0	0	-1	1						
21	G	1	31	F	1	1	5	-6										
21	G	0	31	H	0	-1	-2	-6	-2	-6	-1	-1	3	-1	1			
21	G	1	31	H	1	-101	-2	-6	0	0	0	-1						
21	G	0	31	I	0	-1	1	-5	-1									
21	G	1	31	I	1	-1	2	-5	-1	0	0	0	1					
21	G	0	31	K	0	-1	4	-4	0	0	-1	-1	1	1	-1			
21	G	1	31	K	1	-1	7	-3	0	0	-1	0	0	-1				
21	H	0	31	F	0	0												
21	H	1	31	F	1	1	2	-1	0	0	-1							
21	H	0	31	H	0	1	-1	-3	-1	1	0	-1	1					
21	H	1	31	H	1	79	-1	-3	0	-2	-1	-1						
21	H	0	31	I	0	-1	3	-2	-1	-2	-1	0	0	0	0	2		
21	H	1	31	I	1	1	4	-2	-1	-2	-1	0	1					
21	H	0	31	K	0	-1	5	-1	0	-2	0	-1	1	1	-1			
21	H	1	31	K	1	1	6	0	2	-2	-1	-1	0	0	-1			
21	K	0	31	F	0	0												
21	K	1	31	F	1	0												
21	K	0	31	H	0	1	-1	-3	-1	1	0	-1	1					
21	K	1	31	H	1	-1	-1	-3	0	0	1	-1						
21	K	0	31	I	0	1	0	0	-2	0	-1	0	1					
21	K	1	31	I	1	-1	5	-2	-2	0	-1							
21	K	0	31	K	0	-1	2	-2	2	0	-1	-1	0	1	-1			
21	K	1	31	K	1	1	5	-3	0	0	0	-1	1	0	-1			
21	L	0	31	F	0	0												
21	L	1	31	F	1	0												
21	L	0	31	H	0	-1	-1	-1	1	1	0	-1	-1					
21	L	1	31	H	1	1	-1	-1	0	-2	-1	-1	2					
21	L	0	31	I	0	1	0	-3	2	-2								
21	L	1	31	I	1	1	5	-3	2	-2	0	0	-1					
21	L	0	31	K	0	-181	2	-1	1	-2	-1	-1	-1	0	-1			
21	L	1	31	K	1	-1	5	-2	1	-2	0	-1	0	1	-1			
22	S	0	31	F	0	-1												
22	S	1	31	F	1	0												
22	S	0	31	H	0	0												
22	S	1	31	H	1	0												
22	S	0	31	I	0	0												
22	S	1	31	I	1	0												
22	S	0	31	K	0	0												
22	S	1	31	K	1	0												
22	D	0	31	F	0	1	3	-3	-2	0	0	1						
22	D	1	31	F	1	-1	-1	-3	-2	0	1							
22	D	0	31	H	0	-1	0	-3	-2	-1	1	0	1					
22	D	1	31	H	1	-1	0	-3	-1	2								
22	D	0	31	I	0	0												
22	D	1	31	I	1	0												
22	D	0	31	K	0	0												
22	D	1	31	K	1	0												
22	G	0	31	F	0	1	7	-6	-1	0	-1	1						
22	G	1	31	F	1	1	1	-6	-1	0	0	0	0	2				
22	G	0	31	H	0	-43	0	-6	-2	-1	1	-1	1					
22	G	1	31	H	1	-1	0	-6	-1	2	0	-1						
22	G	0	31	I	0	1	5	-5										
22	G	1	31	I	1	-1	0	-5	0	0	0	0	1					
22	G	0	31	K	0	-1	0	-4	3	0	-1	-1	1	1	-1			
22	G	1	31	K	1	1	3	-3	-1	0	0	1	0	0	-1			
22	H	0	31	F	0	1	1	-2	-1	1	-1							
22	H	1	31	F	1	0												
22	H	0	31	H	0	-1	0	-4	-2	0	1	0	1					
22	H	1	31	H	1	1	0	-4	-1	-1	0	0	2					
22	H	0	31	I	0	1	2	-3	-2	-1	0	1						
22	H	1	31	I	1	1	3	-3	-2	-1	0	1	1					
22	H	0	31	K	0	-1	0	-2	1	-1	-1	0	1	1	-1			
22	H	1	31	K	1	-1	-3	1	-1	-1	0	2	0	0	-1			
22	I	0	31	F	0	1	3	-4	-1	0	-1	0	1					
22	I	1	31	F	1	-1	-1	-4	-1	2	0	-1	1					
22	I	0	31	H	0	1	-1	-2	-1	1	1	-1						
22	I	1	31	H	1	1	-1	-2	0	0	0	-1	1					
22	I	0	31	I	0	-1	0	-2	-2	0	0	0	1					
22	I	1	31	I	1	-1	3	-2	-2									
22	I	0	31	K	0	-1	8	-2	-1	0	-1	-1	-1	1	-1			
22	I	1	31	K	1	-1	1	5	-1	0	0	-1	0	0	-1			
22	L	0	31	F	0	0												
22	L	1	31	F	1	0												
22	L	0	31	H	0	-1	-1	-1	-1	0	1	-1	-1	1				
22	L	1	31	H	1	1	-1	-1	0	-1	0	-1	0	1				
22	L	0	31	I	0	-1	2	-3	-2	-1	1	0	0	1				
22	L	1	31	I	1	1	1	-3	-2	-1	1	0	-1	1				
22	L	0	31	K	0	-1	10	-1	-1	-1	0	-1	-1	-1	-1	2		
22	L	1	31	K	1	1	1	-2	-1	-1	1	1	0	0	-1			
22	N	0	31	F	0	0												
22	N	1	31	F	1	0												
22	N	0	31	H	0	0												
22	N	1	31	H	1	0												
22	N	0	31	I	0	0												
22	N	1	31	I	1	0												
22	N	0	31	K	0	83	0	-2	0	0	0	0	-1	-1	-1			
22	N	1	31	K	1	1	-3	-3	0	0	1	0	0	0	-1			
30	P	0	31	F	0	-1	0	-3										
30	P	1	31	F	1	1	-4	-3	0	0	1	1						
30	P	0	31	H	0	0												
30	P	1	31	H	1	0												
30	P	0	31	I	0	0												
30	P	1	31	I	1	0												
30	P	0	31	K	0	0												
30	P	1	31	K	1	0												
30	F	0	31	F	0	0												
30	F	1	31	F	1	1	-4	-1	0	0	1							
30	F	0	31	H	0	-1	-5	-3	0	-1	1	0	1					
30	F	1	31	H	1	1	-5	-3	3									
30	F	0	31	I	0	1	-2	-2	-1	2								
30	F	1	31	I	1	-1	-3	-2	-1	0	0	0	1					
30	F	0	31	K	0	0												
30	F	1	31	K	1	0												
30	G	0	31	F	0	-1	2	-6	2	1	-1							
30	G	1	31	F	1	1	-4	-6	0	1	0	1						
30	G	0	31	H	0	1	-5	-6	-1	0	3	0	1					
30	G	1	31	H	1	-1	-5	-6	0	3								
30	G	0	31	I	0	1	-2	-5	3	-1	0	1						
30	G	1	31	I	1	1	-3	-5	1	-1	0	1	1					
30	G	0	31	K	0	-1	-1	-4	0	-1	-1	2	1	1	-1			
30	G	1	31	K	1	1	6	-3	0	-1	0	0	0	0	-1			
30	H	0	31	F	0	-1	0	-2	0	0	-1	1						
30	H	1	31	F	1	-1	-4	-2										
30	H	0	31	H	0	-1	-1	-4	-1	1	1	-1	1					
30	H	1	31	H	1	-1	-1	-4	0	0	0	-1						
30	H	0	31	I	0	-1	-1	-3	-1									
30	H	1	31	I	1	-1	0	-3	-1	0	0	0	1					
30	H	0	31	K	0	-1	5	-2	0	0	-1	-1	1	1	-1			
30	H	1	31	K	1	1	-2	-1	0	0	0	-1	0	0	-1			
30	I	0	31	F	0	-1	0	-4	1	1	-1							
30	I	1	31	F	1	-1	-2	-4	1	1	0	-1						
30	I	0	31	H	0	0												
30	I	1	31	H	1	-1	0	-2	0	-1	0	1						
